"","Company","SpecificBeanOrigin_BarName","REF","Review_Date","Cocoa_Percent","Company_Location","Rating","Bean_Type","Broad.Bean_Origin","bean_type_simplified"
"719","Santander (Compania Nacional)","Colombian 2008",404,2009,"75%","Colombia",2.75,"Forastero","Colombia","Forastero"
"720","Santander (Compania Nacional)","Colombian w/ nibs",414,2009,"70%","Colombia",3,"Forastero","Colombia","Forastero"
"721","Santander (Compania Nacional)","Colombian Semi Dark",32,2006,"53%","Colombia",2,"Forastero","Colombia","Forastero"
"722","Santander (Compania Nacional)","Colombian",32,2006,"65%","Colombia",3,"Forastero","Colombia","Forastero"
"723","Santander (Compania Nacional)","Colombian Dark",32,2006,"70%","Colombia",4,"Forastero","Colombia","Forastero"
"724","Santome","Sao Tome",761,2011,"70%","France",2.75,"Forastero","Sao Tome","Forastero"
"725","Scharffen Berger","Camahogne",464,2010,"68%","U.S.A.",3.5,"Trinitario","Grenada","Trinitario"
"726","Scharffen Berger","Amina",464,2010,"65%","U.S.A.",3.75,"Trinitario","Madagascar","Trinitario"
"727","Scharffen Berger","Asante",336,2009,"65%","U.S.A.",4,"Forastero","Ghana","Forastero"
"728","Scharffen Berger","Ben Tre",445,2009,"72%","U.S.A.",3.75,"Trinitario","Vietnam","Trinitario"
"729","Scharffen Berger","Finisterra",227,2008,"72%","U.S.A.",3,"Blend","Ven., Trinidad, Mad.","Blend"
"730","Scharffen Berger","Las Islas",117,2007,"72%","U.S.A.",3,"Blend","Carribean(DR/Jam/Tri)","Blend"
"731","Scharffen Berger","Antilles (Trin/Gren/DR/Ven)",188,2007,"75%","U.S.A.",3,"Blend","Carribean","Blend"
"732","Scharffen Berger","Bittersweet",15,2006,"70%","U.S.A.",3.5,"Blend"," ","Blend"
"733","Scharffen Berger","Kumasi Sambirano",40,2006,"68%","U.S.A.",2,"Blend","Ghana & Madagascar","Blend"
"734","Scharffen Berger","Jamaica a l'ancienne",56,2006,"70%","U.S.A.",2,"Trinitario","Jamaica","Trinitario"
"735","Scharffen Berger","Semisweet",56,2006,"62%","U.S.A.",3,"Blend"," ","Blend"
"736","Shark Mountain","Jamaica",1450,2015,"72%","U.S.A.",3.25,"Trinitario","Jamaica","Trinitario"
"737","Shark Mountain","Papua New Guinea",1450,2015,"73%","U.S.A.",3.5,"Forastero","Papua New Guinea","Forastero"
"738","Shark Mountain","Cuyagua",1466,2015,"77%","U.S.A.",2.75,"Criollo","Venezuela","Criollo"
"739","Shark Mountain","ROIG",1466,2015,"74%","U.S.A.",3.5,"Criollo","Dominican Republic","Criollo"
"740","Shark Mountain","Ecuador",1335,2014,"75%","U.S.A.",3,"Trinitario","Ecuador","Trinitario"
"741","Shark Mountain","Belize, 2013",1335,2014,"72%","U.S.A.",3.25,"Criollo","Belize","Criollo"
"742","Shattell","Porcelana",757,2011,"75%","Peru",3.5,"Criollo","Peru","Criollo"
"743","Silvio Bessone","Maya Belize",717,2011,"67%","Italy",3,"Criollo","Belize","Criollo"
"744","Silvio Bessone","Trintade, Sao Tome",725,2011,"65%","Italy",3.25,"Forastero","Sao Tome","Forastero"
"745","Silvio Bessone","Bahia, Scavina",729,2011,"60%","Italy",3.25,"Trinitario","Brazil","Trinitario"
"746","Silvio Bessone","Porcelana, Colombia, Amazonas",741,2011,"68%","Italy",3,"Criollo","Colombia","Criollo"
"747","Sirene","Somia Plantation, 2012",1502,2015,"100%","Canada",3,"Trinitario","Madagascar","Trinitario"
"748","Sirene","Somia Plantation, 2012",1339,2014,"67%","Canada",3.75,"Trinitario","Madagascar","Trinitario"
"749","Sirene","Somia Plantation, 2012",1339,2014,"73%","Canada",3.75,"Trinitario","Madagascar","Trinitario"
"750","Sjolinds","Ghana",1454,2015,"70%","U.S.A.",2.75,"Forastero","Ghana","Forastero"
"751","Smooth Chocolator, The","Guasare, La Sierra de Perija, batch gua001",1740,2016,"70%","Australia",3.75,"Criollo","Venezuela","Criollo"
"752","Smooth Chocolator, The","Porcelana, Sorotaima,Machiques,batch pcl001",1740,2016,"70%","Australia",4,"Criollo","Ecuador","Criollo"
"753","Smooth Chocolator, The","Tien Giang",1864,2016,"70%","Australia",3,"Trinitario","Vietnam","Trinitario"
"754","Smooth Chocolator, The","Akesson's Estate",1618,2015,"65%","Australia",3.25,"Trinitario","Madagascar","Trinitario"
"755","Smooth Chocolator, The","Akesson's Estate",1622,2015,"70%","Australia",3.5,"Trinitario","Madagascar","Trinitario"
"756","Smooth Chocolator, The","San Juan Estate",1622,2015,"70%","Australia",3.75,"Trinitario","Trinidad","Trinitario"
"757","Smooth Chocolator, The","Maranon, batch 2",1666,2015,"67%","Australia",3,"Forastero","Peru","Forastero"
"758","Smooth Chocolator, The","Chuao, batch 3",1666,2015,"70%","Australia",3.75,"Trinitario","Venezuela","Trinitario"
"759","Snake & Butterfly","Ghana",693,2011,"67%","U.S.A.",1.5,"Forastero","Ghana","Forastero"
"760","Snake & Butterfly","Madagascar",502,2010,"68%","U.S.A.",3,"Trinitario","Madagascar","Trinitario"
"761","Sol Cacao","Madagascar",1518,2015,"72%","U.S.A.",3,"Trinitario","Madagascar","Trinitario"
"762","Solkiki","Maranon, Fortunato No. 4",1840,2016,"68%","U.K.",2.75,"Forastero","Peru","Forastero"
"763","Solstice","Bundibugyo",1335,2014,"70%","U.S.A.",3,"Forastero","Uganda","Forastero"
"764","Solstice","Sambirano",1157,2013,"70%","U.S.A.",3,"Trinitario","Madagascar","Trinitario"
"765","Solstice","Wasatch",1161,2013,"70%","U.S.A.",3.5,"Blend"," ","Blend"
"766","Soma","Sambirano Valley, Black Science, B-60307.0",1820,2016,"70%","Canada",3.5,"Trinitario","Madagascar","Trinitario"
"767","Soma","Bahia Black, batch bra50722.1",1828,2016,"70%","Canada",3.5,"Forastero","Brazil","Forastero"
"768","Soma","Chuno, San Jose de Bocay, Pantasma R.,B.S.",1828,2016,"70%","Canada",3.75,"Trinitario","Nicaragua","Trinitario"
"769","Soma","Tien Giang, Black S., batch VIT60420.0",1828,2016,"70%","Canada",4,"Trinitario","Vietnam","Trinitario"
"770","Soma","CSB Chama",1594,2015,"70%","Canada",3.5,"Criollo","Venezuela","Criollo"
"771","Soma","Maranon Canyon",1259,2014,"70%","Canada",3.75,"Forastero","Peru","Forastero"
"772","Soma","La Dalia",1307,2014,"70%","Canada",3.25,"Trinitario","Nicaragua","Trinitario"
"773","Soma","Camino Verde P., Balao, Guayas",1307,2014,"80%","Canada",3.5,"Forastero","Ecuador","Forastero"
"774","Soma","Espiritu Santo, 'Smoke Monster'",1307,2014,"70%","Canada",3.75,"Forastero","Vanuatu","Forastero"
"775","Soma","Little Big Man",1339,2014,"70%","Canada",3.25,"Blend","Madagascar & Ecuador","Blend"
"776","Soma","Rizek Cacao, Domin. Rep.",1019,2013,"77%","Canada",3.75,"Trinitario","Dominican Republic","Trinitario"
"777","Soma","Java",1030,2013,"70%","Canada",3.25,"Criollo","Indonesia","Criollo"
"778","Soma","Apurimac, El Quinacho Co-op",1073,2013,"70%","Canada",2.75,"Criollo","Peru","Criollo"
"779","Soma","Sangre Grande P., Trinidad",1073,2013,"70%","Canada",3.75,"Trinitario","Trinidad","Trinitario"
"780","Soma","Patanemo",1077,2013,"70%","Canada",3.75,"Criollo","Venezuela","Criollo"
"781","Soma","Maracaibo, El Vigia",1077,2013,"70%","Canada",4,"Criollo","Venezuela","Criollo"
"782","Soma","Orinoco",1173,2013,"70%","Canada",3.25,"Forastero","Venezuela","Forastero"
"783","Soma","Bachelor's Hall E., St. Thomas Parish",1177,2013,"70%","Canada",4,"Trinitario","Jamaica","Trinitario"
"784","Soma","Dual Origins, Sambirano, Elvesia",867,2012,"70%","Canada",4,"Blend","Dom. Rep., Madagascar","Blend"
"785","Soma","Dancing in Your Head, 5 bean blend",867,2012,"70%","Canada",4,"Blend","Gre., PNG, Haw., Haiti, Mad","Blend"
"786","Soma","Cahabon Region",951,2012,"70%","Canada",3.5,"Trinitario","Guatemala","Trinitario"
"787","Soma","Carenero Superior",951,2012,"70%","Canada",3.75,"Trinitario","Venezuela","Trinitario"
"788","Soma","Eastern Promises",967,2012,"70%","Canada",3.5,"Blend","Mad., Java, PNG","Blend"
"789","Soma","Papua New Guinea",983,2012,"85%","Canada",3.5,"Trinitario","Papua New Guinea","Trinitario"
"790","Soma","Grenada, Black Science",676,2011,"70%","Canada",2.75,"Trinitario","Grenada","Trinitario"
"791","Soma","Alto Beni, Wild Bolivian",676,2011,"70%","Canada",3.5,"Nacional","Bolivia","Nacional"
"792","Soma","Elvesia P., Black Science",682,2011,"70%","Canada",3.75,"Forastero","Dominican Republic","Forastero"
"793","Soma","Chuao",688,2011,"70%","Canada",3.5,"Criollo","Venezuela","Criollo"
"794","Soma","Black Science Blend 1",607,2010,"70%","Canada",3.75,"Trinitario","DR, Ecuador, Peru","Trinitario"
"795","Soma","Hispaniola",377,2009,"70%","Canada",3,"Forastero","Dominican Republic","Forastero"
"796","Soma","Africa",377,2009,"70%","Canada",3.5,"Forastero","Ghana","Forastero"
"797","Soma","Conacado",387,2009,"70%","Canada",3,"Trinitario","Dominican Republic","Trinitario"
"798","Soma","Papua New Guinea",387,2009,"70%","Canada",3.5,"Trinitario","Papua New Guinea","Trinitario"
"799","Soma","Madagascar",387,2009,"70%","Canada",3.75,"Criollo","Madagascar","Criollo"
"800","Soma","Ocumare",387,2009,"70%","Canada",3.75,"Criollo","Venezuela","Criollo"
"801","Spencer","Malekula Island",1434,2014,"72%","Australia",2.75,"Trinitario","Vanuatu","Trinitario"
"802","Sprungli (Felchlin)","Alto Beni",1057,2013,"70%","Switzerland",3,"Criollo","Bolivia","Criollo"
"803","Starchild","Bolivar, Arriba",1634,2015,"70%","U.S.A.",3,"Forastero","Ecuador","Forastero"
"804","Starchild","Rio Tuma",1692,2015,"70%","U.S.A.",3,"Trinitario","Nicaragua","Trinitario"
"805","Starchild","Sambirano Valley",1696,2015,"70%","U.S.A.",3,"Trinitario","Madagascar","Trinitario"
"806","Stella (aka Bernrain)","Bahia, Agri-Forestal Plantation, 2010",859,2012,"68%","Switzerland",2.75,"Trinitario","Brazil","Trinitario"
"807","Sublime Origins","Sambirano",1157,2013,"67%","U.S.A.",2.75,"Trinitario","Madagascar","Trinitario"
"808","Sublime Origins","Moho Valley",1157,2013,"78%","U.S.A.",3.25,"Trinitario","Belize","Trinitario"
"809","Summerbird","Peru",1800,2016,"61%","Denmark",2.5,"Criollo","Peru","Criollo"
"810","Summerbird","Peru",1800,2016,"71%","Denmark",3,"Criollo","Peru","Criollo"
"811","Svenska Kakaobolaget","Sri Lanka",1618,2015,"70%","Sweden",2.75,"Criollo","Sri Lanka","Criollo"
"812","Szanto Tibor","Baracoa",1704,2015,"88%","Hungary",3.25,"Trinitario","Cuba","Trinitario"
"813","Szanto Tibor","Ambolikapiky",1704,2015,"70%","Hungary",3.25,"Trinitario","Madagascar","Trinitario"
"814","Szanto Tibor","Winak, Sumaco",1704,2015,"70%","Hungary",3.75,"Forastero","Ecuador","Forastero"
"815","Szanto Tibor","Ben Tre, Mekong Delta",1708,2015,"70%","Hungary",3.25,"Trinitario","Vietnam","Trinitario"
"816","Szanto Tibor","Fazenda Sempre Firme, Bahia",1708,2015,"70%","Hungary",3.5,"Forastero","Brazil","Forastero"
"817","Szanto Tibor","Porcelana",1263,2014,"70%","Hungary",3.5,"Criollo","Venezuela","Criollo"
"818","Szanto Tibor","Baracoa",1263,2014,"70%","Hungary",3.75,"Trinitario","Cuba","Trinitario"
"819","Szanto Tibor","Autumn, Primary Harvest, 2012",1185,2013,"70%","Hungary",3.5,"Criollo","Madagascar","Criollo"
"820","Szanto Tibor","Spring, Secondary Harvest, 2012",1185,2013,"70%","Hungary",3.5,"Criollo","Madagascar","Criollo"
"821","Tablette (aka Vanillabeans)","Vietnam",1450,2015,"60%","Japan",3.25,"Trinitario","Vietnam","Trinitario"
"822","Tablette (aka Vanillabeans)","Trinidad",1680,2015,"77%","Japan",2.75,"Trinitario","Trinidad","Trinitario"
"823","Tan Ban Skrati","Paramaribo, batch 20160043-01",1868,2016,"70%","Suriname",3.25,"Trinitario","Suriname","Trinitario"
"824","Taza","Belize",1271,2014,"68%","U.S.A.",3,"Trinitario","Belize","Trinitario"
"825","TCHO","West Africa",1716,2016,"62%","U.S.A.",2,"Forastero","West Africa","Forastero"
"826","TCHO","Chocolatey-beta",199,2008,"70%","U.S.A.",2.5,"Forastero","Ghana","Forastero"
"827","Tejas","Bayou Blend",801,2012,"70%","U.S.A.",3,"Blend","Ecuador, Mad., PNG","Blend"
"828","Tejas","Bahia, Floresta Azul,Good Friends Reserve#3",971,2012,"70%","U.S.A.",3.5,"Forastero","Brazil","Forastero"
"829","Terroir","Belize",1478,2015,"70%","U.S.A.",3.75,"Trinitario","Belize","Trinitario"
"830","Terroir","Madagascar",1478,2015,"70%","U.S.A.",3.75,"Trinitario","Madagascar","Trinitario"
"831","Terroir","Guatemala",1558,2015,"70%","U.S.A.",3.75,"Trinitario","Guatemala","Trinitario"
"832","Terroir","Madagascar",1323,2014,"67%","U.S.A.",3.75,"Trinitario","Madagascar","Trinitario"
"833","Terroir","Uganda",1323,2014,"73%","U.S.A.",3.75,"Forastero","Uganda","Forastero"
"834","Theo","Congo w/ nibs",903,2012,"65%","U.S.A.",3.25,"Forastero","Congo","Forastero"
"835","Theo","Madagascar",162,2007,"65%","U.S.A.",3.5,"Trinitario","Madagascar","Trinitario"
"836","Theo","Ghana, Kumasi",184,2007,"84%","U.S.A.",3,"Forastero","Ghana","Forastero"
"837","Theo","Venezuela; Barinos, Merida, Tachron",188,2007,"91%","U.S.A.",2,"Blend","Venezuela","Blend"
"838","Theo","Ghana, Panama, Ecuador",188,2007,"75%","U.S.A.",3,"Blend","Ghana, Panama, Ecuador","Blend"
"839","Timo A. Meyer","Belize, med roast",1836,2016,"72%","Germany",3.75,"Trinitario","Belize","Trinitario"
"840","To'ak (Ecuatoriana)","Manabi",1418,2014,"81%","Ecuador",3.25,"Forastero","Ecuador","Forastero"
"841","Tobago Estate (Pralus)","Roxborough, Tobago",895,2012,"70%","France",4,"Trinitario","Tobago","Trinitario"
"842","Tocoti","Wild Bolivian, Jungle Love",927,2012,"77%","U.S.A.",3,"Criollo","Bolivia","Criollo"
"843","twenty-four blackbirds","Madagascar",1235,2014,"75%","U.S.A.",3.5,"Trinitario","Madagascar","Trinitario"
"844","Two Ravens","Peru",1740,2016,"60%","U.S.A.",3,"Criollo","Peru","Criollo"
"845","Upchurch","Madagascar, Sassy Bar",1752,2016,"72%","U.S.A.",3,"Trinitario","Madagascar","Trinitario"
"846","Urzi","Sur del Lago, Merida",1327,2014,"65%","Italy",3.25,"Trinitario","Venezuela","Trinitario"
"847","Valrhona","Porcelana, Pedegral",757,2011,"64%","France",4,"Criollo","Venezuela","Criollo"
"848","Valrhona","Nyangbo",395,2009,"68%","France",3.5,"Forastero","Ghana","Forastero"
"849","Valrhona","Araguani",117,2007,"72%","France",3,"Blend","Venezuela, Carribean","Blend"
"850","Valrhona","Chuao 2002 P.",129,2007,"65%","France",3.75,"Trinitario","Venezuela","Trinitario"
"851","Valrhona","Manjari",129,2007,"64%","France",4,"Criollo","Madagascar","Criollo"
"852","Valrhona","Abinao",153,2007,"85%","France",2.5,"Forastero","West Africa","Forastero"
"853","Valrhona","Le Noir Amer",157,2007,"71%","France",2.75,"Forastero","West Africa","Forastero"
"854","Valrhona","Porcelana, Maracaibo, Palmira P. 2006",162,2007,"64%","France",3.25,"Criollo","Venezuela","Criollo"
"855","Valrhona","Caraibe",63,2006,"66%","France",3,"Trinitario","Carribean","Trinitario"
"856","Valrhona","Guanaja",63,2006,"70%","France",4,"Criollo","South America","Criollo"
"857","Valrhona","Gran Couva 2005 P.",75,2006,"64%","France",2.5,"Trinitario","Trinidad","Trinitario"
"858","Valrhona","Porcelana, Maracaibo, Palmira P. 2005",75,2006,"64%","France",3,"Criollo","Venezuela","Criollo"
"859","Valrhona","Sambirano, Ampamakia 2005, Millot P.",75,2006,"64%","France",3.5,"Trinitario","Madagascar","Trinitario"
"860","Vanleer (Barry Callebaut)","Manhattan",963,2012,"72%","U.S.A.",2.5,"Forastero","Ghana","Forastero"
"861","Vanleer (Barry Callebaut)","Napa",963,2012,"65%","U.S.A.",2.75,"Forastero","Ghana","Forastero"
"862","Vao Vao (Chocolaterie Robert)","Madagascar",404,2009,"72%","Madagascar",2.75,"Trinitario","Madagascar","Trinitario"
"863","Vao Vao (Chocolaterie Robert)","Madagascar",404,2009,"76%","Madagascar",2.75,"Trinitario","Madagascar","Trinitario"
"864","Vao Vao (Chocolaterie Robert)","Madagascar",404,2009,"80%","Madagascar",2.75,"Trinitario","Madagascar","Trinitario"
"865","Vao Vao (Chocolaterie Robert)","Madagascar",404,2009,"70%","Madagascar",3,"Trinitario","Madagascar","Trinitario"
"866","Vao Vao (Chocolaterie Robert)","Madagascar w/ nibs",404,2009,"68%","Madagascar",3,"Trinitario","Madagascar","Trinitario"
"867","Vao Vao (Chocolaterie Robert)","Madagascar",404,2009,"64%","Madagascar",3.25,"Trinitario","Madagascar","Trinitario"
"868","Videri","Trinidad",1211,2014,"75%","U.S.A.",3.5,"Trinitario","Trinidad","Trinitario"
"869","Vietcacao (A. Morin)","Ben Tre, Mekong Delta, MoCay",951,2012,"70%","France",3.5,"Trinitario","Vietnam","Trinitario"
"870","Vintage Plantations (Tulicorp)","Los Rios, Rancho Grande 2004/2007",153,2007,"100%","U.S.A.",2,"Forastero","Ecuador","Forastero"
"871","Vintage Plantations (Tulicorp)","Los Rios, Rancho Grande 2004/2007",153,2007,"90%","U.S.A.",2,"Forastero","Ecuador","Forastero"
"872","Vintage Plantations (Tulicorp)","Los Rios, Rancho Grande 2004/2007",153,2007,"75%","U.S.A.",3,"Forastero","Ecuador","Forastero"
"873","Vintage Plantations (Tulicorp)","Los Rios, Rancho Grande 2007",153,2007,"65%","U.S.A.",3,"Forastero","Ecuador","Forastero"
"874","Violet Sky","Sambirano Valley",1458,2015,"77%","U.S.A.",2.75,"Trinitario","Madagascar","Trinitario"
"875","Violet Sky","Moho River Valley",1458,2015,"77%","U.S.A.",3,"Criollo","Belize","Criollo"
"876","Violet Sky","Cuyagua",1458,2015,"77%","U.S.A.",3,"Criollo","Venezuela","Criollo"
"877","Violet Sky","Peru",1458,2015,"77%","U.S.A.",3.25,"Criollo","Peru","Criollo"
"878","Violet Sky","Cahabon",1502,2015,"77%","U.S.A.",2.75,"Trinitario","Guatemala","Trinitario"
"879","Wellington Chocolate Factory","Conacado",1756,2016,"70%","New Zealand",3.5,"Trinitario","Dominican Republic","Trinitario"
"880","Whittakers","Ghana",733,2011,"72%","New Zealand",2.5,"Forastero","Ghana","Forastero"
"881","Wilkie's Organic","Amazonas",1169,2013,"75%","Ireland",2.5,"Criollo","Peru","Criollo"
"882","Wilkie's Organic","Amazonas",1169,2013,"89%","Ireland",2.75,"Criollo","Peru","Criollo"
"883","Wilkie's Organic","Tumbes",1169,2013,"75%","Ireland",3.25,"Criollo","Peru","Criollo"
"884","Wilkie's Organic","Amazonas w/ nibs",1173,2013,"75%","Ireland",2.75,"Criollo","Peru","Criollo"
"885","Willie's Cacao","Los Llanos",1227,2014,"88%","U.K.",3,"Trinitario","Colombia","Trinitario"
"886","Willie's Cacao","Sambirano",593,2010,"71%","U.K.",3,"Trinitario","Madagascar","Trinitario"
"887","Willie's Cacao","Rio Caribe",457,2009,"72%","U.K.",3.25,"Trinitario","Venezuela","Trinitario"
"888","Wm","Guasare, Zulia Prov., 2015, batch 124",1912,2016,"74%","U.S.A.",3,"Criollo","Venezuela","Criollo"
"889","Woodblock","Maranon, Cajamarca",1243,2014,"70%","U.S.A.",3,"Forastero","Peru","Forastero"
"890","Woodblock","Gran Couva",1042,2013,"70%","U.S.A.",3.5,"Trinitario","Trinidad","Trinitario"
"891","Woodblock","Sambirano",951,2012,"70%","U.S.A.",3.25,"Trinitario","Madagascar","Trinitario"
"892","Zak's","Madagascar, Batch 2",1578,2015,"70%","U.S.A.",3.25,"Trinitario","Madagascar","Trinitario"
"893","Zak's","Belize, Batch 2",1578,2015,"70%","U.S.A.",3.5,"Trinitario","Belize","Trinitario"
"894","Zart Pralinen","Millot P., Ambanja",1820,2016,"70%","Austria",3.5,"Criollo","Madagascar","Criollo"
"895","Zart Pralinen","UNOCACE",1824,2016,"70%","Austria",2.75,"Nacional","Ecuador","Nacional"
"896","Zart Pralinen","San Juan Estate",1824,2016,"85%","Austria",2.75,"Trinitario","Trinidad","Trinitario"
"897","Zart Pralinen","Kakao Kamili, Kilombero Valley",1824,2016,"85%","Austria",3,"Criollo","Tanzania","Criollo"
"898","Zart Pralinen","Kakao Kamili, Kilombero Valley",1824,2016,"70%","Austria",3.5,"Criollo","Tanzania","Criollo"
"899","Zart Pralinen","San Juan Estate, Gran Couva",1880,2016,"78%","Austria",3.5,"Trinitario","Trinidad","Trinitario"
"900","Zokoko","Tokiala",701,2011,"66%","Australia",3.5,"Trinitario","Papua New Guinea","Trinitario"
"901","Zotter","Satipo Pangoa region, 16hr conche",875,2012,"70%","Austria",3,"Criollo","Peru","Criollo"
"902","Zotter","Satipo Pangoa region, 20hr conche",875,2012,"70%","Austria",3.5,"Criollo","Peru","Criollo"
"903","Zotter","El Oro",879,2012,"75%","Austria",3,"Forastero","Ecuador","Forastero"
"904","Zotter","Huiwani Coop",879,2012,"75%","Austria",3,"Criollo","Papua New Guinea","Criollo"
"905","Zotter","Kongo, Highlands",883,2012,"68%","Austria",3.25,"Forastero","Congo","Forastero"
"906","Zotter","Congo",749,2011,"65%","Austria",3,"Forastero","Congo","Forastero"
"907","Zotter","Kerala State",749,2011,"65%","Austria",3.5,"Forastero","India","Forastero"
